Direction,Year,Country,Religion,Count,Percent,Region,level,countrycode
Incoming,2010,Italy,Jew,"20,000",0.4,Europe,1,380
Incoming,2010,Italy,Muslim,"1,300,000",22.4,Europe,1,380
Incoming,2010,Italy,Other,"140,000",2.5,Europe,1,380
Incoming,2010,Italy,Unaffiliated,"760,000",13.2,Europe,1,380
Incoming,2010,Ivory Coast,All,"2,370,000",100,Sub-Saharan Africa,1,384
Incoming,2010,Ivory Coast,Buddhist,"< 10,000",0,Sub-Saharan Africa,1,384
Incoming,2010,Ivory Coast,Christian,"540,000",22.9,Sub-Saharan Africa,1,384
Incoming,2010,Ivory Coast,Hindu,"< 10,000",0,Sub-Saharan Africa,1,384
Incoming,2010,Ivory Coast,Jew,"< 10,000",0,Sub-Saharan Africa,1,384
Incoming,2010,Ivory Coast,Muslim,"1,570,000",66.5,Sub-Saharan Africa,1,384
Incoming,2010,Ivory Coast,Other,"180,000",7.4,Sub-Saharan Africa,1,384
Incoming,2010,Ivory Coast,Unaffiliated,"70,000",3.2,Sub-Saharan Africa,1,384
Incoming,2010,Jamaica,All,"20,000",100,Latin America-Caribbean,1,388
Incoming,2010,Jamaica,Buddhist,"< 10,000",1.4,Latin America-Caribbean,1,388
Incoming,2010,Jamaica,Christian,"20,000",65.8,Latin America-Caribbean,1,388
Incoming,2010,Jamaica,Hindu,"< 10,000",4.4,Latin America-Caribbean,1,388
Incoming,2010,Jamaica,Jew,"< 10,000",1.5,Latin America-Caribbean,1,388
Incoming,2010,Jamaica,Muslim,"< 10,000",1.8,Latin America-Caribbean,1,388
Incoming,2010,Jamaica,Other,"< 10,000",3.5,Latin America-Caribbean,1,388
Incoming,2010,Jamaica,Unaffiliated,"< 10,000",21.6,Latin America-Caribbean,1,388
Incoming,2010,Japan,All,"2,130,000",100,Asia-Pacific,1,392
Incoming,2010,Japan,Buddhist,"190,000",8.8,Asia-Pacific,1,392
Incoming,2010,Japan,Christian,"770,000",36.1,Asia-Pacific,1,392
Incoming,2010,Japan,Hindu,"20,000",1.1,Asia-Pacific,1,392
Incoming,2010,Japan,Jew,"< 10,000",0.1,Asia-Pacific,1,392
Incoming,2010,Japan,Muslim,"80,000",3.8,Asia-Pacific,1,392
Incoming,2010,Japan,Other,"40,000",1.8,Asia-Pacific,1,392
Incoming,2010,Japan,Unaffiliated,"1,030,000",48.4,Asia-Pacific,1,392
Incoming,2010,Kazakhstan,All,"3,330,000",100,Asia-Pacific,1,398
Incoming,2010,Kazakhstan,Buddhist,"70,000",2.1,Asia-Pacific,1,398
Incoming,2010,Kazakhstan,Christian,"2,090,000",62.8,Asia-Pacific,1,398
Incoming,2010,Kazakhstan,Hindu,"60,000",1.7,Asia-Pacific,1,398
Incoming,2010,Kazakhstan,Jew,"< 10,000",0,Asia-Pacific,1,398
Incoming,2010,Kazakhstan,Muslim,"890,000",26.8,Asia-Pacific,1,398
Incoming,2010,Kazakhstan,Other,"10,000",0.3,Asia-Pacific,1,398
Incoming,2010,Kazakhstan,Unaffiliated,"210,000",6.3,Asia-Pacific,1,398
Incoming,2010,Jordan,All,"2,790,000",100,Middle East-North Africa,1,400
Incoming,2010,Jordan,Buddhist,"< 10,000",0.1,Middle East-North Africa,1,400
Incoming,2010,Jordan,Christian,"140,000",5,Middle East-North Africa,1,400
Incoming,2010,Jordan,Hindu,"< 10,000",0.2,Middle East-North Africa,1,400
Incoming,2010,Jordan,Jew,"< 10,000",0.1,Middle East-North Africa,1,400
Incoming,2010,Jordan,Muslim,"2,630,000",94.4,Middle East-North Africa,1,400
Incoming,2010,Jordan,Other,"< 10,000",0,Middle East-North Africa,1,400
Incoming,2010,Jordan,Unaffiliated,"< 10,000",0.2,Middle East-North Africa,1,400
Incoming,2010,Kenya,All,"950,000",100,Sub-Saharan Africa,1,404
Incoming,2010,Kenya,Buddhist,"< 10,000",0,Sub-Saharan Africa,1,404
Incoming,2010,Kenya,Christian,"620,000",65,Sub-Saharan Africa,1,404
Incoming,2010,Kenya,Hindu,"< 10,000",0,Sub-Saharan Africa,1,404
Incoming,2010,Kenya,Jew,"< 10,000",0,Sub-Saharan Africa,1,404
Incoming,2010,Kenya,Muslim,"290,000",30.7,Sub-Saharan Africa,1,404
Incoming,2010,Kenya,Other,"20,000",2.2,Sub-Saharan Africa,1,404
Incoming,2010,Kenya,Unaffiliated,"20,000",2.1,Sub-Saharan Africa,1,404
Incoming,2010,North Korea,All,"40,000",100,Asia-Pacific,1,408
Incoming,2010,North Korea,Buddhist,"< 10,000",9,Asia-Pacific,1,408
Incoming,2010,North Korea,Christian,"10,000",26.9,Asia-Pacific,1,408
Incoming,2010,North Korea,Hindu,"< 10,000",0.8,Asia-Pacific,1,408
Incoming,2010,North Korea,Jew,"< 10,000",0.1,Asia-Pacific,1,408
Incoming,2010,North Korea,Muslim,"< 10,000",4.3,Asia-Pacific,1,408
Incoming,2010,North Korea,Other,"< 10,000",1.4,Asia-Pacific,1,408
Incoming,2010,North Korea,Unaffiliated,"30,000",57.4,Asia-Pacific,1,408
Incoming,2010,South Korea,All,"920,000",100,Asia-Pacific,1,410
Incoming,2010,South Korea,Buddhist,"140,000",15,Asia-Pacific,1,410
Incoming,2010,South Korea,Christian,"180,000",19.7,Asia-Pacific,1,410
Incoming,2010,South Korea,Hindu,"20,000",1.7,Asia-Pacific,1,410
Incoming,2010,South Korea,Jew,"< 10,000",0.1,Asia-Pacific,1,410
Incoming,2010,South Korea,Muslim,"90,000",9.3,Asia-Pacific,1,410
Incoming,2010,South Korea,Other,"50,000",5.3,Asia-Pacific,1,410
Incoming,2010,South Korea,Unaffiliated,"450,000",48.9,Asia-Pacific,1,410
Incoming,2010,Kuwait,All,"1,870,000",100,Middle East-North Africa,1,414
Incoming,2010,Kuwait,Buddhist,"< 10,000",0.2,Middle East-North Africa,1,414
Incoming,2010,Kuwait,Christian,"280,000",14.8,Middle East-North Africa,1,414
Incoming,2010,Kuwait,Hindu,"220,000",11.6,Middle East-North Africa,1,414
Incoming,2010,Kuwait,Jew,"< 10,000",0,Middle East-North Africa,1,414
Incoming,2010,Kuwait,Muslim,"1,360,000",72.6,Middle East-North Africa,1,414
Incoming,2010,Kuwait,Other,"< 10,000",0.5,Middle East-North Africa,1,414
Incoming,2010,Kuwait,Unaffiliated,"< 10,000",0.4,Middle East-North Africa,1,414
Incoming,2010,Kyrgyzstan,All,"230,000",100,Asia-Pacific,1,417
Incoming,2010,Kyrgyzstan,Buddhist,"< 10,000",1.2,Asia-Pacific,1,417
Incoming,2010,Kyrgyzstan,Christian,"140,000",59.9,Asia-Pacific,1,417
Incoming,2010,Kyrgyzstan,Hindu,"< 10,000",1.1,Asia-Pacific,1,417
Incoming,2010,Kyrgyzstan,Jew,"< 10,000",0,Asia-Pacific,1,417
Incoming,2010,Kyrgyzstan,Muslim,"70,000",31.4,Asia-Pacific,1,417
Incoming,2010,Kyrgyzstan,Other,"< 10,000",0.3,Asia-Pacific,1,417
Incoming,2010,Kyrgyzstan,Unaffiliated,"10,000",6.1,Asia-Pacific,1,417
Incoming,2010,Laos,All,"30,000",100,Asia-Pacific,1,418
Incoming,2010,Laos,Buddhist,"10,000",45.1,Asia-Pacific,1,418
Incoming,2010,Laos,Christian,"< 10,000",6.6,Asia-Pacific,1,418
Incoming,2010,Laos,Hindu,"< 10,000",0,Asia-Pacific,1,418
Incoming,2010,Laos,Jew,"< 10,000",0,Asia-Pacific,1,418
Incoming,2010,Laos,Muslim,"< 10,000",0.7,Asia-Pacific,1,418
Incoming,2010,Laos,Other,"< 10,000",23.9,Asia-Pacific,1,418
Incoming,2010,Laos,Unaffiliated,"< 10,000",23.8,Asia-Pacific,1,418
Incoming,2010,Lebanon,All,"790,000",100,Middle East-North Africa,1,422
Incoming,2010,Lebanon,Buddhist,"< 10,000",0,Middle East-North Africa,1,422
Incoming,2010,Lebanon,Christian,"40,000",4.5,Middle East-North Africa,1,422
Incoming,2010,Lebanon,Hindu,"< 10,000",0.1,Middle East-North Africa,1,422
Incoming,2010,Lebanon,Jew,"< 10,000",0.1,Middle East-North Africa,1,422
Incoming,2010,Lebanon,Muslim,"750,000",95.2,Middle East-North Africa,1,422
Incoming,2010,Lebanon,Other,"< 10,000",0,Middle East-North Africa,1,422
Incoming,2010,Lebanon,Unaffiliated,"< 10,000",0.1,Middle East-North Africa,1,422
Incoming,2010,Lesotho,All,"< 10,000",100,Sub-Saharan Africa,1,426
Incoming,2010,Lesotho,Buddhist,"< 10,000",0.6,Sub-Saharan Africa,1,426
Incoming,2010,Lesotho,Christian,"< 10,000",58.8,Sub-Saharan Africa,1,426
Incoming,2010,Lesotho,Hindu,"< 10,000",2.2,Sub-Saharan Africa,1,426
Incoming,2010,Lesotho,Jew,"< 10,000",0.1,Sub-Saharan Africa,1,426
Incoming,2010,Lesotho,Muslim,"< 10,000",22.5,Sub-Saharan Africa,1,426
Incoming,2010,Lesotho,Other,"< 10,000",8.5,Sub-Saharan Africa,1,426
Incoming,2010,Lesotho,Unaffiliated,"< 10,000",7.4,Sub-Saharan Africa,1,426
Incoming,2010,Latvia,All,"310,000",100,Europe,1,428
Incoming,2010,Latvia,Buddhist,"< 10,000",0.5,Europe,1,428
Incoming,2010,Latvia,Christian,"210,000",67,Europe,1,428
Incoming,2010,Latvia,Hindu,"< 10,000",0.1,Europe,1,428
Incoming,2010,Latvia,Jew,"< 10,000",1.5,Europe,1,428
Incoming,2010,Latvia,Muslim,"10,000",4.7,Europe,1,428
Incoming,2010,Latvia,Other,"< 10,000",0.7,Europe,1,428
Incoming,2010,Latvia,Unaffiliated,"80,000",25.4,Europe,1,428
Incoming,2010,Liberia,All,"100,000",100,Sub-Saharan Africa,1,430
Incoming,2010,Liberia,Buddhist,"< 10,000",0,Sub-Saharan Africa,1,430
Incoming,2010,Liberia,Christian,"50,000",50,Sub-Saharan Africa,1,430
Incoming,2010,Liberia,Hindu,"< 10,000",0.3,Sub-Saharan Africa,1,430
Incoming,2010,Liberia,Jew,"< 10,000",0,Sub-Saharan Africa,1,430
Incoming,2010,Liberia,Muslim,"40,000",39,Sub-Saharan Africa,1,430
Incoming,2010,Liberia,Other,"< 10,000",7.2,Sub-Saharan Africa,1,430
Incoming,2010,Liberia,Unaffiliated,"< 10,000",3.5,Sub-Saharan Africa,1,430
Incoming,2010,Libya,All,"690,000",100,Middle East-North Africa,1,434
Incoming,2010,Libya,Buddhist,"< 10,000",0.1,Middle East-North Africa,1,434
Incoming,2010,Libya,Christian,"100,000",14,Middle East-North Africa,1,434
Incoming,2010,Libya,Hindu,"< 10,000",0.2,Middle East-North Africa,1,434
Incoming,2010,Libya,Jew,"< 10,000",0.1,Middle East-North Africa,1,434
Incoming,2010,Libya,Muslim,"580,000",84.8,Middle East-North Africa,1,434
Incoming,2010,Libya,Other,"< 10,000",0.1,Middle East-North Africa,1,434
Incoming,2010,Libya,Unaffiliated,"< 10,000",0.8,Middle East-North Africa,1,434
Incoming,2010,Liechtenstein,All,"20,000",100,Europe,1,438
Incoming,2010,Liechtenstein,Buddhist,"< 10,000",0.9,Europe,1,438
Incoming,2010,Liechtenstein,Christian,"20,000",67.5,Europe,1,438
Incoming,2010,Liechtenstein,Hindu,"< 10,000",0.3,Europe,1,438
Incoming,2010,Liechtenstein,Jew,"< 10,000",1,Europe,1,438
Incoming,2010,Liechtenstein,Muslim,"< 10,000",5.6,Europe,1,438
Incoming,2010,Liechtenstein,Other,"< 10,000",0.4,Europe,1,438
Incoming,2010,Liechtenstein,Unaffiliated,"< 10,000",24.2,Europe,1,438
Incoming,2010,Lithuania,All,"160,000",100,Europe,1,440
Incoming,2010,Lithuania,Buddhist,"< 10,000",0.5,Europe,1,440
Incoming,2010,Lithuania,Christian,"120,000",76.5,Europe,1,440
Incoming,2010,Lithuania,Hindu,"< 10,000",0.2,Europe,1,440
Incoming,2010,Lithuania,Jew,"< 10,000",0.8,Europe,1,440
Incoming,2010,Lithuania,Muslim,"< 10,000",2.8,Europe,1,440
Incoming,2010,Lithuania,Other,"< 10,000",1.2,Europe,1,440
Incoming,2010,Lithuania,Unaffiliated,"30,000",18.1,Europe,1,440
Incoming,2010,Luxembourg,All,"160,000",100,Europe,1,442
Incoming,2010,Luxembourg,Buddhist,"< 10,000",0.4,Europe,1,442
Incoming,2010,Luxembourg,Christian,"120,000",70.8,Europe,1,442
Incoming,2010,Luxembourg,Hindu,"< 10,000",0.2,Europe,1,442
Incoming,2010,Luxembourg,Jew,"< 10,000",0.3,Europe,1,442
Incoming,2010,Luxembourg,Muslim,"< 10,000",2.5,Europe,1,442
Incoming,2010,Luxembourg,Other,"< 10,000",0.3,Europe,1,442
Incoming,2010,Luxembourg,Unaffiliated,"40,000",25.5,Europe,1,442
Incoming,2010,Macao,All,"320,000",100,Asia-Pacific,1,446
Incoming,2010,Macao,Buddhist,"70,000",20.9,Asia-Pacific,1,446
Incoming,2010,Macao,Christian,"40,000",13.2,Asia-Pacific,1,446
Incoming,2010,Macao,Hindu,"< 10,000",0,Asia-Pacific,1,446
Incoming,2010,Macao,Jew,"< 10,000",0,Asia-Pacific,1,446
Incoming,2010,Macao,Muslim,"< 10,000",0.6,Asia-Pacific,1,446
Incoming,2010,Macao,Other,"< 10,000",1.7,Asia-Pacific,1,446
Incoming,2010,Macao,Unaffiliated,"200,000",63.6,Asia-Pacific,1,446
Incoming,2010,Madagascar,All,"30,000",100,Sub-Saharan Africa,1,450
Incoming,2010,Madagascar,Buddhist,"< 10,000",1.7,Sub-Saharan Africa,1,450
Incoming,2010,Madagascar,Christian,"10,000",48.4,Sub-Saharan Africa,1,450
Incoming,2010,Madagascar,Hindu,"< 10,000",2.5,Sub-Saharan Africa,1,450
Incoming,2010,Madagascar,Jew,"< 10,000",0.3,Sub-Saharan Africa,1,450
Incoming,2010,Madagascar,Muslim,"< 10,000",30,Sub-Saharan Africa,1,450
Incoming,2010,Madagascar,Other,"< 10,000",3,Sub-Saharan Africa,1,450
Incoming,2010,Madagascar,Unaffiliated,"< 10,000",14,Sub-Saharan Africa,1,450
Incoming,2010,Malawi,All,"220,000",100,Sub-Saharan Africa,1,454
Incoming,2010,Malawi,Buddhist,"< 10,000",0,Sub-Saharan Africa,1,454
Incoming,2010,Malawi,Christian,"190,000",86.9,Sub-Saharan Africa,1,454
Incoming,2010,Malawi,Hindu,"< 10,000",0.6,Sub-Saharan Africa,1,454
Incoming,2010,Malawi,Jew,"< 10,000",0,Sub-Saharan Africa,1,454
Incoming,2010,Malawi,Muslim,"20,000",8.1,Sub-Saharan Africa,1,454
Incoming,2010,Malawi,Other,"< 10,000",2.3,Sub-Saharan Africa,1,454
Incoming,2010,Malawi,Unaffiliated,"< 10,000",2.1,Sub-Saharan Africa,1,454
Incoming,2010,Malaysia,All,"2,420,000",100,Asia-Pacific,1,458
Incoming,2010,Malaysia,Buddhist,"110,000",4.5,Asia-Pacific,1,458
Incoming,2010,Malaysia,Christian,"190,000",7.9,Asia-Pacific,1,458
Incoming,2010,Malaysia,Hindu,"260,000",10.7,Asia-Pacific,1,458
Incoming,2010,Malaysia,Jew,"< 10,000",0,Asia-Pacific,1,458
Incoming,2010,Malaysia,Muslim,"1,760,000",72.7,Asia-Pacific,1,458
Incoming,2010,Malaysia,Other,"60,000",2.7,Asia-Pacific,1,458
Incoming,2010,Malaysia,Unaffiliated,"40,000",1.5,Asia-Pacific,1,458
Incoming,2010,Maldives,All,"50,000",100,Asia-Pacific,1,462
Incoming,2010,Maldives,Buddhist,"< 10,000",2.8,Asia-Pacific,1,462
Incoming,2010,Maldives,Christian,"< 10,000",5.7,Asia-Pacific,1,462
Incoming,2010,Maldives,Hindu,"< 10,000",15.3,Asia-Pacific,1,462
Incoming,2010,Maldives,Jew,"< 10,000",0,Asia-Pacific,1,462
Incoming,2010,Maldives,Muslim,"40,000",74.5,Asia-Pacific,1,462
Incoming,2010,Maldives,Other,"< 10,000",1.3,Asia-Pacific,1,462
Incoming,2010,Maldives,Unaffiliated,"< 10,000",0.4,Asia-Pacific,1,462
Incoming,2010,Mali,All,"340,000",100,Sub-Saharan Africa,1,466
Incoming,2010,Mali,Buddhist,"< 10,000",0,Sub-Saharan Africa,1,466
Incoming,2010,Mali,Christian,"10,000",4.4,Sub-Saharan Africa,1,466
Incoming,2010,Mali,Hindu,"< 10,000",0,Sub-Saharan Africa,1,466
Incoming,2010,Mali,Jew,"< 10,000",0,Sub-Saharan Africa,1,466
Incoming,2010,Mali,Muslim,"320,000",94.6,Sub-Saharan Africa,1,466
Incoming,2010,Mali,Other,"< 10,000",0.7,Sub-Saharan Africa,1,466
Incoming,2010,Mali,Unaffiliated,"< 10,000",0.3,Sub-Saharan Africa,1,466
Incoming,2010,Malta,All,"30,000",100,Europe,1,470
Incoming,2010,Malta,Buddhist,"< 10,000",1,Europe,1,470
Incoming,2010,Malta,Christian,"20,000",51.3,Europe,1,470
Incoming,2010,Malta,Hindu,"< 10,000",1.1,Europe,1,470
Incoming,2010,Malta,Jew,"< 10,000",0.8,Europe,1,470
Incoming,2010,Malta,Muslim,"< 10,000",22,Europe,1,470
Incoming,2010,Malta,Other,"< 10,000",1.1,Europe,1,470
Incoming,2010,Malta,Unaffiliated,"< 10,000",22.7,Europe,1,470
Incoming,2010,Martinique,All,"60,000",100,Latin America-Caribbean,1,474
Incoming,2010,Martinique,Buddhist,"< 10,000",1.2,Latin America-Caribbean,1,474
Incoming,2010,Martinique,Christian,"40,000",65.8,Latin America-Caribbean,1,474
Incoming,2010,Martinique,Hindu,"< 10,000",0.1,Latin America-Caribbean,1,474
Incoming,2010,Martinique,Jew,"< 10,000",1.4,Latin America-Caribbean,1,474
Incoming,2010,Martinique,Muslim,"< 10,000",2.4,Latin America-Caribbean,1,474
Incoming,2010,Martinique,Other,"< 10,000",3,Latin America-Caribbean,1,474
Incoming,2010,Martinique,Unaffiliated,"20,000",26,Latin America-Caribbean,1,474
Incoming,2010,Mauritania,All,"80,000",100,Sub-Saharan Africa,1,478
Incoming,2010,Mauritania,Buddhist,"< 10,000",0,Sub-Saharan Africa,1,478
Incoming,2010,Mauritania,Christian,"< 10,000",8.4,Sub-Saharan Africa,1,478
Incoming,2010,Mauritania,Hindu,"< 10,000",0.1,Sub-Saharan Africa,1,478
Incoming,2010,Mauritania,Jew,"< 10,000",0,Sub-Saharan Africa,1,478
Incoming,2010,Mauritania,Muslim,"80,000",90.1,Sub-Saharan Africa,1,478
Incoming,2010,Mauritania,Other,"< 10,000",1.2,Sub-Saharan Africa,1,478
Incoming,2010,Mauritania,Unaffiliated,"< 10,000",0.2,Sub-Saharan Africa,1,478
Incoming,2010,Mauritius,All,"20,000",100,Sub-Saharan Africa,1,480
Incoming,2010,Mauritius,Buddhist,"< 10,000",5.4,Sub-Saharan Africa,1,480
Incoming,2010,Mauritius,Christian,"< 10,000",17.9,Sub-Saharan Africa,1,480
Incoming,2010,Mauritius,Hindu,"< 10,000",28.7,Sub-Saharan Africa,1,480
Incoming,2010,Mauritius,Jew,"< 10,000",0,Sub-Saharan Africa,1,480
Incoming,2010,Mauritius,Muslim,"< 10,000",34.8,Sub-Saharan Africa,1,480
Incoming,2010,Mauritius,Other,"< 10,000",3.9,Sub-Saharan Africa,1,480
Incoming,2010,Mauritius,Unaffiliated,"< 10,000",9.3,Sub-Saharan Africa,1,480
Incoming,2010,Mexico,All,"970,000",100,Latin America-Caribbean,1,484
Incoming,2010,Mexico,Buddhist,"< 10,000",0.6,Latin America-Caribbean,1,484
Incoming,2010,Mexico,Christian,"870,000",89.2,Latin America-Caribbean,1,484
Incoming,2010,Mexico,Hindu,"< 10,000",0.1,Latin America-Caribbean,1,484
Incoming,2010,Mexico,Jew,"< 10,000",0.7,Latin America-Caribbean,1,484
Incoming,2010,Mexico,Muslim,"< 10,000",0.1,Latin America-Caribbean,1,484
Incoming,2010,Mexico,Other,"< 10,000",0.2,Latin America-Caribbean,1,484
Incoming,2010,Mexico,Unaffiliated,"90,000",9.2,Latin America-Caribbean,1,484
Incoming,2010,Monaco,All,"20,000",100,Europe,1,492
Incoming,2010,Monaco,Buddhist,"< 10,000",0.2,Europe,1,492
Incoming,2010,Monaco,Christian,"20,000",71.3,Europe,1,492
Incoming,2010,Monaco,Hindu,"< 10,000",0.2,Europe,1,492
Incoming,2010,Monaco,Jew,"< 10,000",0.4,Europe,1,492
Incoming,2010,Monaco,Muslim,"< 10,000",1.5,Europe,1,492
Incoming,2010,Monaco,Other,"< 10,000",0.3,Europe,1,492
Incoming,2010,Monaco,Unaffiliated,"< 10,000",26.1,Europe,1,492
Incoming,2010,Mongolia,All,"20,000",100,Asia-Pacific,1,496
Incoming,2010,Mongolia,Buddhist,"< 10,000",46.3,Asia-Pacific,1,496
Incoming,2010,Mongolia,Christian,"< 10,000",22.1,Asia-Pacific,1,496
Incoming,2010,Mongolia,Hindu,"< 10,000",0.5,Asia-Pacific,1,496
Incoming,2010,Mongolia,Jew,"< 10,000",0,Asia-Pacific,1,496
Incoming,2010,Mongolia,Muslim,"< 10,000",2.2,Asia-Pacific,1,496
Incoming,2010,Mongolia,Other,"< 10,000",2.3,Asia-Pacific,1,496
Incoming,2010,Mongolia,Unaffiliated,"< 10,000",26.5,Asia-Pacific,1,496
Incoming,2010,Moldova,All,"130,000",100,Europe,1,498
Incoming,2010,Moldova,Buddhist,"< 10,000",0.1,Europe,1,498
Incoming,2010,Moldova,Christian,"120,000",89.9,Europe,1,498
Incoming,2010,Moldova,Hindu,"< 10,000",0,Europe,1,498
Incoming,2010,Moldova,Jew,"< 10,000",0.4,Europe,1,498
Incoming,2010,Moldova,Muslim,"< 10,000",3.5,Europe,1,498
Incoming,2010,Moldova,Other,"< 10,000",0.1,Europe,1,498
Incoming,2010,Moldova,Unaffiliated,"< 10,000",6,Europe,1,498
Incoming,2010,Montenegro,All,"80,000",100,Europe,1,499
Incoming,2010,Montenegro,Buddhist,"< 10,000",0.1,Europe,1,499
Incoming,2010,Montenegro,Christian,"40,000",52.8,Europe,1,499
Incoming,2010,Montenegro,Hindu,"< 10,000",0,Europe,1,499
Incoming,2010,Montenegro,Jew,"< 10,000",0.3,Europe,1,499
Incoming,2010,Montenegro,Muslim,"20,000",20.9,Europe,1,499
Incoming,2010,Montenegro,Other,"< 10,000",0.2,Europe,1,499
Incoming,2010,Montenegro,Unaffiliated,"20,000",25.7,Europe,1,499
Incoming,2010,Montserrat,All,"< 10,000",100,Latin America-Caribbean,1,500
Incoming,2010,Montserrat,Buddhist,"< 10,000",2.2,Latin America-Caribbean,1,500
Incoming,2010,Montserrat,Christian,"< 10,000",75.6,Latin America-Caribbean,1,500
Incoming,2010,Montserrat,Hindu,"< 10,000",0.4,Latin America-Caribbean,1,500
Incoming,2010,Montserrat,Jew,"< 10,000",0.5,Latin America-Caribbean,1,500
Incoming,2010,Montserrat,Muslim,"< 10,000",0.9,Latin America-Caribbean,1,500
Incoming,2010,Montserrat,Other,"< 10,000",7.3,Latin America-Caribbean,1,500
Incoming,2010,Montserrat,Unaffiliated,"< 10,000",12.8,Latin America-Caribbean,1,500
Incoming,2010,Morocco,All,"70,000",100,Middle East-North Africa,1,504
Incoming,2010,Morocco,Buddhist,"< 10,000",0.1,Middle East-North Africa,1,504
Incoming,2010,Morocco,Christian,"40,000",51.3,Middle East-North Africa,1,504
Incoming,2010,Morocco,Hindu,"< 10,000",0.1,Middle East-North Africa,1,504
Incoming,2010,Morocco,Jew,"< 10,000",0.7,Middle East-North Africa,1,504
Incoming,2010,Morocco,Muslim,"30,000",42,Middle East-North Africa,1,504
Incoming,2010,Morocco,Other,"< 10,000",0.1,Middle East-North Africa,1,504
Incoming,2010,Morocco,Unaffiliated,"< 10,000",5.9,Middle East-North Africa,1,504
Incoming,2010,Mozambique,All,"310,000",100,Sub-Saharan Africa,1,508
Incoming,2010,Mozambique,Buddhist,"< 10,000",0.2,Sub-Saharan Africa,1,508
Incoming,2010,Mozambique,Christian,"190,000",61.1,Sub-Saharan Africa,1,508
Incoming,2010,Mozambique,Hindu,"< 10,000",2.5,Sub-Saharan Africa,1,508
Incoming,2010,Mozambique,Jew,"< 10,000",0.2,Sub-Saharan Africa,1,508
Incoming,2010,Mozambique,Muslim,"50,000",16.6,Sub-Saharan Africa,1,508
Incoming,2010,Mozambique,Other,"20,000",7.6,Sub-Saharan Africa,1,508
Incoming,2010,Mozambique,Unaffiliated,"40,000",11.8,Sub-Saharan Africa,1,508
Incoming,2010,Oman,All,"820,000",100,Middle East-North Africa,1,512
Incoming,2010,Oman,Buddhist,"< 10,000",0.2,Middle East-North Africa,1,512
Incoming,2010,Oman,Christian,"130,000",15.4,Middle East-North Africa,1,512
Incoming,2010,Oman,Hindu,"150,000",18.3,Middle East-North Africa,1,512
Incoming,2010,Oman,Jew,"< 10,000",0,Middle East-North Africa,1,512
Incoming,2010,Oman,Muslim,"530,000",65.1,Middle East-North Africa,1,512
Incoming,2010,Oman,Other,"< 10,000",0.7,Middle East-North Africa,1,512
Incoming,2010,Oman,Unaffiliated,"< 10,000",0.3,Middle East-North Africa,1,512
Incoming,2010,Namibia,All,"100,000",100,Sub-Saharan Africa,1,516
Incoming,2010,Namibia,Buddhist,"< 10,000",0.7,Sub-Saharan Africa,1,516
Incoming,2010,Namibia,Christian,"70,000",71,Sub-Saharan Africa,1,516
Incoming,2010,Namibia,Hindu,"< 10,000",0.4,Sub-Saharan Africa,1,516
Incoming,2010,Namibia,Jew,"< 10,000",0.2,Sub-Saharan Africa,1,516
Incoming,2010,Namibia,Muslim,"10,000",11.6,Sub-Saharan Africa,1,516
Incoming,2010,Namibia,Other,"< 10,000",5.1,Sub-Saharan Africa,1,516
Incoming,2010,Namibia,Unaffiliated,"10,000",11,Sub-Saharan Africa,1,516
Incoming,2010,Nauru,All,"< 10,000",100,Asia-Pacific,1,520
Incoming,2010,Nauru,Buddhist,"< 10,000",21.6,Asia-Pacific,1,520
Incoming,2010,Nauru,Christian,"< 10,000",54,Asia-Pacific,1,520
Incoming,2010,Nauru,Hindu,"< 10,000",2.6,Asia-Pacific,1,520
Incoming,2010,Nauru,Jew,"< 10,000",0.2,Asia-Pacific,1,520
Incoming,2010,Nauru,Muslim,"< 10,000",4.7,Asia-Pacific,1,520
Incoming,2010,Nauru,Other,"< 10,000",0.7,Asia-Pacific,1,520
Incoming,2010,Nauru,Unaffiliated,"< 10,000",16.3,Asia-Pacific,1,520
Incoming,2010,Nepal,All,"580,000",100,Asia-Pacific,1,524
Incoming,2010,Nepal,Buddhist,"50,000",8,Asia-Pacific,1,524
Incoming,2010,Nepal,Christian,"< 10,000",0.8,Asia-Pacific,1,524
Incoming,2010,Nepal,Hindu,"450,000",77,Asia-Pacific,1,524
Incoming,2010,Nepal,Jew,"< 10,000",0,Asia-Pacific,1,524
Incoming,2010,Nepal,Muslim,"60,000",10.8,Asia-Pacific,1,524
Incoming,2010,Nepal,Other,"20,000",3.3,Asia-Pacific,1,524
Incoming,2010,Nepal,Unaffiliated,"< 10,000",0.1,Asia-Pacific,1,524
Incoming,2010,Netherlands,All,"1,830,000",100,Europe,1,528
Incoming,2010,Netherlands,Buddhist,"40,000",2.3,Europe,1,528
Incoming,2010,Netherlands,Christian,"650,000",35.4,Europe,1,528
Incoming,2010,Netherlands,Hindu,"60,000",3.1,Europe,1,528
Incoming,2010,Netherlands,Jew,"10,000",0.6,Europe,1,528
Incoming,2010,Netherlands,Muslim,"490,000",26.8,Europe,1,528
Incoming,2010,Netherlands,Other,"50,000",2.8,Europe,1,528
Incoming,2010,Netherlands,Unaffiliated,"530,000",29.1,Europe,1,528
Incoming,2010,Curacao,All,"30,000",100,Latin America-Caribbean,1,531
Incoming,2010,Curacao,Buddhist,"< 10,000",1.5,Latin America-Caribbean,1,531
